part_no,part_name,model,customer,cav,cycle_time,weight_part,weight_runner,spq,type_material,grade_material,color_material,mold_id,machine_id,scrap_rate,changeover_min
PN-4525-B,Panel Front,MDL-69,Astra Honda,2,23,75.31,5.74,500,ABS,ABS-Standard,Natural,MLD-516,MC-04 (150T),2.08,30
PN-9032-A,Housing Rear,MDL-66,LG Electronics,1,30,137.66,17.84,1000,ABS,ABS-V0-55,Grey,MLD-344,MC-02 (80T),2.21,90
PN-5114-B,Panel Front,MDL-91,LG Electronics,1,37.2,173.09,23.3,500,PC,PC-Standard,Grey,MLD-941,MC-02 (80T),2.92,30
PN-4829-A,Gear Front,MDL-31,Toyota Motor,16,33.6,139.15,26.52,100,PC,PC-V0-55,Natural,MLD-336,MC-03 (110T),1.47,120
PN-3046-A,Cover Front,MDL-78,LG Electronics,8,37.6,194.76,38.47,50,PMMA,PMMA-Standard,Black,MLD-614,MC-04 (150T),2.42,30
PN-4199-B,Bracket Rear,MDL-34,Yamaha Music,8,52.1,327.22,40.11,1000,PA6,PA6-GF-30,Natural,MLD-311,MC-06 (350T),1.26,45
PN-1634-A,Lever Rear,MDL-77,LG Electronics,16,57.9,379.57,43.81,200,PP,PP-V0-55,Black,MLD-466,MC-06 (350T),2.13,120
PN-9795-C,Lever Rear,MDL-58,Toyota Motor,2,35.1,158.83,10.8,200,PMMA,PMMA-GP-100,Black,MLD-674,MC-01 (50T),2.63,45
PN-7151-C,Lever Outer,MDL-59,Toyota Motor,1,8.5,28.43,5.46,100,ABS,ABS-V0-55,Grey,MLD-596,MC-04 (150T),2.2,30
PN-1479-A,Cap Front,MDL-39,Yamaha Music,4,52,340.74,61.14,100,PMMA,PMMA-GP-100,Red,MLD-380,MC-07 (450T),3,30
PN-6423-A,Lever Inner,MDL-60,Toyota Motor,2,18.4,130.75,12.26,1000,PA6,PA6-V0-55,Grey,MLD-880,MC-02 (80T),0.51,45
PN-8755-B,Gear Front,MDL-64,Astra Honda,16,32.7,129.46,17.17,200,PC,PC-GF-30,White,MLD-731,MC-02 (80T),2.38,60
PN-3475-B,Panel Inner,MDL-89,Astra Honda,4,25.1,75.61,5.72,500,PP,PP-GF-30,Natural,MLD-896,MC-02 (80T),2.62,60
PN-6461-B,Lever Outer,MDL-97,LG Electronics,2,41.5,296.65,55.56,200,PP,PP-Standard,Natural,MLD-382,MC-07 (450T),0.54,60
PN-7217-C,Panel Front,MDL-57,Samsung,16,41,236.2,33.15,50,PC,PC-HI-121,Black,MLD-555,MC-08 (650T),2.47,30
PN-2696-A,Panel Inner,MDL-39,Yamaha Music,4,23.2,117.95,8.53,500,PA6,PA6-Standard,Red,MLD-532,MC-01 (50T),1.04,60
PN-3320-A,Panel Rear,MDL-76,Astra Honda,4,37,239.08,42.42,50,PP,PP-HI-121,Grey,MLD-567,MC-07 (450T),1.87,60
PN-1847-C,Housing Inner,MDL-25,Toyota Motor,16,18.6,34.35,6.82,100,PA6,PA6-Standard,Grey,MLD-946,MC-01 (50T),2.51,45
PN-5511-B,Housing Outer,MDL-60,Astra Honda,1,24.9,170.79,30.5,200,ABS,ABS-Standard,Natural,MLD-550,MC-04 (150T),2.04,120
PN-5928-C,Housing Front,MDL-60,Astra Honda,16,45.9,403.46,27.5,1000,POM,POM-V0-55,White,MLD-985,MC-06 (350T),0.54,120
PN-3215-C,Cover Outer,MDL-49,LG Electronics,4,13.1,66.4,6.59,200,POM,POM-Standard,Natural,MLD-829,MC-04 (150T),1.87,60
PN-3639-A,Gear Outer,MDL-31,Yamaha Music,4,21,120.85,19.91,200,PA6,PA6-Standard,Grey,MLD-375,MC-02 (80T),1.18,90
PN-1554-C,Bracket Front,MDL-81,Astra Honda,16,43.4,292.52,48.72,500,PA6,PA6-GP-100,White,MLD-664,MC-06 (350T),1.88,30
PN-4758-C,Gear Inner,MDL-41,Samsung,16,30.1,138.96,15.07,50,POM,POM-GP-100,Grey,MLD-749,MC-03 (110T),0.82,120
PN-8187-C,Cap Inner,MDL-78,Yamaha Music,4,28.7,178.29,30.04,50,PP,PP-GP-100,Grey,MLD-389,MC-01 (50T),2.58,45
PN-8147-C,Lever Rear,MDL-45,Samsung,16,60.6,438.64,33.7,1000,PA6,PA6-GP-100,Natural,MLD-980,MC-08 (650T),2.31,45
PN-9173-C,Panel Outer,MDL-83,Yamaha Music,4,51.6,435.84,76.28,50,PMMA,PMMA-V0-55,Grey,MLD-216,MC-06 (350T),2.67,90
PN-9394-B,Cover Rear,MDL-20,Toyota Motor,8,36.3,284.51,26.71,500,PA6,PA6-HI-121,Blue,MLD-991,MC-06 (350T),1.12,30
PN-9404-A,Gear Inner,MDL-74,Yamaha Music,1,48.4,292.63,55.92,50,PA6,PA6-GP-100,Black,MLD-947,MC-08 (650T),1.11,45
PN-7730-B,Bracket Outer,MDL-17,Astra Honda,2,10,16.8,2.42,200,ABS,ABS-HI-121,Red,MLD-396,MC-03 (110T),0.51,30
PN-6166-B,Bracket Outer,MDL-78,Astra Honda,16,63.4,440.38,65.92,200,ABS,ABS-HI-121,White,MLD-702,MC-06 (350T),1.12,45
PN-8513-A,Gear Front,MDL-20,LG Electronics,1,42.5,284.98,54.12,500,PC,PC-GF-30,Blue,MLD-120,MC-05 (250T),1.32,30
PN-1723-A,Cover Inner,MDL-48,Yamaha Music,16,51.2,401.26,47.57,50,PA6,PA6-GP-100,Grey,MLD-973,MC-07 (450T),0.5,90
PN-6862-C,Panel Rear,MDL-73,Toyota Motor,1,30.5,190.85,19.76,1000,PP,PP-GP-100,Natural,MLD-246,MC-01 (50T),2.17,90
PN-4546-C,Gear Outer,MDL-50,Samsung,4,30,222.85,24.78,500,PC,PC-GF-30,White,MLD-894,MC-05 (250T),2.41,45
PN-2052-A,Housing Rear,MDL-15,Samsung,4,29.2,198.29,16.04,1000,ABS,ABS-GF-30,Blue,MLD-632,MC-01 (50T),1.81,45
PN-3973-A,Panel Rear,MDL-63,Yamaha Music,16,61,489.73,41.29,500,ABS,ABS-GF-30,Black,MLD-304,MC-08 (650T),2.93,60
PN-8360-A,Bracket Rear,MDL-11,LG Electronics,1,37,295.96,16.46,200,POM,POM-Standard,Red,MLD-331,MC-08 (650T),1.81,45
PN-3336-C,Cap Inner,MDL-84,Toyota Motor,8,30,206.61,30.68,200,PP,PP-GP-100,Black,MLD-762,MC-06 (350T),2.55,120
PN-1597-C,Cap Outer,MDL-17,Toyota Motor,4,55.2,480.42,30.44,50,POM,POM-GP-100,Black,MLD-373,MC-08 (650T),1.13,30
PN-3044-A,Bracket Front,MDL-36,Samsung,1,45.4,337.37,42.23,200,PA6,PA6-Standard,Natural,MLD-616,MC-05 (250T),1,60
PN-5833-B,Cap Inner,MDL-60,Samsung,4,26.2,67.59,8.46,1000,PC,PC-GF-30,Red,MLD-507,MC-04 (150T),2.33,60
PN-7655-A,Panel Front,MDL-18,Yamaha Music,1,37.9,272.88,22.09,200,PMMA,PMMA-GP-100,Red,MLD-925,MC-07 (450T),0.79,120
PN-1209-B,Cover Rear,MDL-91,LG Electronics,1,17.8,17.71,1.86,1000,POM,POM-HI-121,Black,MLD-577,MC-01 (50T),1.01,120
PN-9974-C,Lever Outer,MDL-55,Astra Honda,4,21,55.05,5.72,500,PC,PC-GP-100,Red,MLD-657,MC-03 (110T),2.51,60
PN-6159-B,Housing Front,MDL-49,LG Electronics,1,35.7,257.7,41.79,500,ABS,ABS-Standard,Grey,MLD-174,MC-05 (250T),0.98,120
PN-6768-C,Lever Rear,MDL-49,Astra Honda,1,28.3,176.45,29.44,100,PMMA,PMMA-HI-121,White,MLD-590,MC-01 (50T),0.92,30
PN-7143-C,Gear Front,MDL-46,Yamaha Music,4,18.1,121.02,14.87,50,PP,PP-GP-100,Natural,MLD-650,MC-02 (80T),1.86,30
PN-6842-C,Panel Inner,MDL-17,LG Electronics,8,47.8,352.7,62.29,200,PC,PC-V0-55,Red,MLD-911,MC-05 (250T),1.3,120
PN-5002-C,Lever Outer,MDL-39,Toyota Motor,8,21.5,164.37,16.83,1000,PP,PP-Standard,Natural,MLD-532,MC-04 (150T),3,45
PN-7368-B,Housing Outer,MDL-81,Astra Honda,16,25.6,177.17,23.09,1000,ABS,ABS-V0-55,White,MLD-720,MC-03 (110T),1.61,90
PN-2361-C,Cover Front,MDL-13,Astra Honda,8,34,250.81,32.87,500,POM,POM-GP-100,Natural,MLD-172,MC-07 (450T),0.59,90
PN-8694-C,Lever Front,MDL-88,Samsung,4,29.6,103.15,16.35,100,PP,PP-V0-55,Black,MLD-977,MC-02 (80T),1.96,30
PN-1191-A,Housing Outer,MDL-96,Yamaha Music,8,60.1,442.07,36.29,1000,PP,PP-V0-55,Grey,MLD-586,MC-05 (250T),2.88,30
PN-7064-B,Panel Rear,MDL-95,Samsung,4,16,85.74,14.17,1000,PC,PC-GP-100,Red,MLD-592,MC-03 (110T),1.68,60
PN-8122-B,Gear Rear,MDL-49,LG Electronics,4,50.1,400.4,62.72,200,POM,POM-GP-100,Black,MLD-771,MC-05 (250T),2.28,45
PN-6495-A,Gear Outer,MDL-70,Astra Honda,2,40.7,258.53,21.1,500,POM,POM-V0-55,Red,MLD-313,MC-05 (250T),2.87,120
PN-5957-A,Cover Rear,MDL-70,Astra Honda,4,49.1,421.83,53.66,500,PC,PC-V0-55,Grey,MLD-756,MC-05 (250T),2.25,30
PN-2967-A,Panel Rear,MDL-74,Astra Honda,16,41,320.44,28.9,100,PP,PP-Standard,Black,MLD-693,MC-08 (650T),2.55,90
PN-8634-A,Panel Rear,MDL-79,Yamaha Music,8,48.8,419.1,53.92,50,PA6,PA6-HI-121,Black,MLD-860,MC-08 (650T),2.31,120
PN-3717-A,Lever Outer,MDL-67,Astra Honda,16,35.8,298.33,26.68,500,POM,POM-GP-100,White,MLD-504,MC-08 (650T),1.75,45
PN-9710-B,Bracket Inner,MDL-46,Samsung,4,59.8,471.71,42.19,500,ABS,ABS-GF-30,Grey,MLD-257,MC-05 (250T),2.84,120
PN-6008-B,Panel Rear,MDL-59,Astra Honda,4,45.9,352.18,21.33,1000,PA6,PA6-Standard,Blue,MLD-688,MC-05 (250T),2.85,45
PN-4269-C,Housing Inner,MDL-92,Toyota Motor,2,48,292.07,41.81,500,PMMA,PMMA-HI-121,Grey,MLD-815,MC-07 (450T),1.5,30
PN-8447-B,Cap Outer,MDL-35,Toyota Motor,1,38.3,240.28,42.54,100,PA6,PA6-HI-121,Natural,MLD-284,MC-08 (650T),2.75,90
PN-8768-A,Cover Front,MDL-63,LG Electronics,2,56.2,459.6,69.88,200,PA6,PA6-V0-55,Red,MLD-275,MC-08 (650T),1.79,120
PN-3195-C,Bracket Rear,MDL-43,Samsung,2,53.3,443.43,22.94,500,POM,POM-GF-30,Black,MLD-182,MC-08 (650T),2.97,45
PN-1787-B,Panel Outer,MDL-40,Toyota Motor,8,22.8,93.98,11.44,100,PC,PC-GP-100,White,MLD-952,MC-01 (50T),2.29,30
PN-3795-B,Gear Rear,MDL-21,Samsung,8,26.7,84.15,5.14,1000,PP,PP-GP-100,Red,MLD-275,MC-01 (50T),2.36,90
PN-5167-B,Gear Outer,MDL-73,LG Electronics,1,63.3,435.34,69.82,200,PC,PC-GF-30,Natural,MLD-305,MC-08 (650T),1.02,90
PN-4365-B,Panel Rear,MDL-52,Samsung,4,46.4,290.11,40.55,50,POM,POM-Standard,Black,MLD-250,MC-06 (350T),1.73,30
PN-6194-B,Bracket Front,MDL-77,Yamaha Music,1,27.7,183.24,12.75,100,ABS,ABS-GF-30,Grey,MLD-662,MC-03 (110T),2.39,45
PN-5346-A,Lever Rear,MDL-44,Samsung,4,14.4,22.62,4.16,50,PA6,PA6-GF-30,White,MLD-642,MC-01 (50T),1.86,90
PN-5791-B,Panel Outer,MDL-31,Samsung,8,28.3,153.21,15.5,50,PC,PC-V0-55,Black,MLD-289,MC-04 (150T),1.72,60
PN-1704-C,Panel Inner,MDL-49,Samsung,2,57.2,381.94,40.66,100,PMMA,PMMA-GP-100,Blue,MLD-897,MC-05 (250T),2.96,45
PN-6428-B,Bracket Outer,MDL-63,LG Electronics,8,42,362.02,29.48,200,PMMA,PMMA-V0-55,Grey,MLD-183,MC-05 (250T),2.93,45
PN-9392-B,Gear Rear,MDL-38,Yamaha Music,16,39.3,257.83,40.65,100,PC,PC-Standard,Blue,MLD-416,MC-07 (450T),2.07,45
PN-4499-B,Housing Rear,MDL-51,Yamaha Music,16,21.8,141.07,8.78,50,PA6,PA6-Standard,Grey,MLD-317,MC-03 (110T),2.01,90
PN-7543-C,Housing Outer,MDL-88,Yamaha Music,8,30.5,203.68,14.57,1000,POM,POM-Standard,Blue,MLD-133,MC-08 (650T),1.73,45
PN-2211-A,Cap Front,MDL-35,Samsung,16,59.5,480,26.75,100,PMMA,PMMA-V0-55,Black,MLD-637,MC-06 (350T),1.56,30
PN-6814-A,Lever Front,MDL-77,Samsung,4,23,62.54,9.83,1000,POM,POM-GF-30,Red,MLD-713,MC-03 (110T),1.06,60
PN-8488-B,Bracket Rear,MDL-16,LG Electronics,2,51.6,445.83,58.8,100,PP,PP-GP-100,Natural,MLD-735,MC-07 (450T),0.73,30
PN-3296-B,Cap Inner,MDL-62,Toyota Motor,2,54.6,400.5,62.3,1000,PC,PC-GF-30,Natural,MLD-562,MC-08 (650T),1.35,90
PN-9825-C,Lever Outer,MDL-43,Astra Honda,16,30.1,143.01,23.49,50,PMMA,PMMA-GF-30,Grey,MLD-868,MC-04 (150T),2.36,30
PN-9735-C,Cap Rear,MDL-74,LG Electronics,2,54.6,429.22,78.22,500,PMMA,PMMA-HI-121,Red,MLD-739,MC-05 (250T),2.24,45
PN-3172-C,Cap Front,MDL-37,Yamaha Music,16,23.4,39.4,6.94,50,POM,POM-Standard,Natural,MLD-657,MC-01 (50T),0.79,30
PN-4711-A,Lever Inner,MDL-69,Samsung,4,42.2,284.38,49.35,1000,ABS,ABS-GF-30,Blue,MLD-656,MC-05 (250T),1.68,90
PN-2214-A,Housing Rear,MDL-19,LG Electronics,1,45.8,359.86,66.61,50,POM,POM-HI-121,Black,MLD-485,MC-06 (350T),1.15,60
PN-7893-C,Bracket Outer,MDL-74,Toyota Motor,4,16.8,93.92,10.1,50,PA6,PA6-HI-121,Blue,MLD-107,MC-02 (80T),1.55,45
PN-6976-C,Bracket Rear,MDL-19,Samsung,4,36.7,262.89,33.31,200,PMMA,PMMA-GP-100,White,MLD-580,MC-07 (450T),2.04,30
PN-8588-A,Lever Rear,MDL-96,Toyota Motor,1,28.6,123.46,10.31,1000,PA6,PA6-GF-30,Blue,MLD-115,MC-01 (50T),1.38,90
PN-8955-C,Housing Rear,MDL-89,Toyota Motor,16,56.5,442.3,66.58,500,PMMA,PMMA-GF-30,White,MLD-686,MC-08 (650T),1.2,30
PN-3849-B,Cover Front,MDL-74,LG Electronics,2,21.5,64.28,6.61,500,PA6,PA6-V0-55,Red,MLD-736,MC-01 (50T),1.78,30
PN-6286-C,Cover Rear,MDL-51,Yamaha Music,8,56.4,457.5,36.1,1000,PP,PP-V0-55,White,MLD-612,MC-07 (450T),2.84,45
PN-6067-C,Cover Outer,MDL-83,LG Electronics,8,30.9,155.49,21.55,200,PA6,PA6-GF-30,Grey,MLD-250,MC-03 (110T),1.26,45
PN-7844-B,Panel Outer,MDL-99,LG Electronics,2,39.3,288.55,39.71,1000,PA6,PA6-GP-100,Natural,MLD-586,MC-07 (450T),1.59,90
PN-8525-A,Panel Front,MDL-74,Yamaha Music,2,65.9,491.03,73.37,200,PC,PC-HI-121,Grey,MLD-485,MC-08 (650T),1.82,120
PN-6052-C,Bracket Rear,MDL-32,Toyota Motor,2,60.8,470.83,82.46,1000,PP,PP-GF-30,Red,MLD-262,MC-06 (350T),2.67,90
PN-9905-C,Housing Rear,MDL-57,Toyota Motor,16,47.7,346.51,50.5,200,POM,POM-Standard,Natural,MLD-134,MC-08 (650T),2.98,90
PN-2594-C,Housing Inner,MDL-23,Samsung,2,27.9,142.77,10.47,200,PP,PP-V0-55,Blue,MLD-745,MC-02 (80T),1.81,90
PN-7584-B,Lever Rear,MDL-67,Toyota Motor,1,29.1,200.39,21.27,1000,PP,PP-HI-121,Red,MLD-327,MC-05 (250T),0.79,90
PN-9808-C,Housing Front,MDL-45,Yamaha Music,8,43.5,350.02,51.61,1000,PMMA,PMMA-HI-121,Grey,MLD-310,MC-08 (650T),1.05,45
PN-9523-C,Gear Front,MDL-67,Yamaha Music,2,15.1,53.1,7.16,200,PC,PC-HI-121,White,MLD-886,MC-02 (80T),0.66,90
PN-3998-C,Panel Inner,MDL-85,Astra Honda,2,13.6,31.21,3.36,500,PA6,PA6-V0-55,Blue,MLD-575,MC-02 (80T),2.36,45
PN-2959-A,Bracket Front,MDL-79,Toyota Motor,4,50,381.81,56.15,1000,ABS,ABS-GF-30,Blue,MLD-293,MC-08 (650T),1.41,120
PN-3497-A,Gear Inner,MDL-71,Toyota Motor,1,51.6,407.35,27.39,50,PP,PP-Standard,White,MLD-898,MC-07 (450T),1.39,30
PN-5198-B,Cover Rear,MDL-54,Yamaha Music,4,57.7,453.2,77.85,200,POM,POM-GP-100,Blue,MLD-126,MC-08 (650T),1.5,90
PN-4360-A,Bracket Outer,MDL-29,Toyota Motor,16,33.1,137.12,19.37,1000,PP,PP-GF-30,White,MLD-258,MC-01 (50T),1.89,120
PN-4999-C,Panel Rear,MDL-20,Samsung,2,41.7,334.64,29.79,100,ABS,ABS-HI-121,White,MLD-450,MC-07 (450T),0.95,45
PN-7816-B,Cap Outer,MDL-66,Toyota Motor,2,25.6,193.72,35.91,1000,PC,PC-GP-100,White,MLD-161,MC-04 (150T),2.84,90
PN-5832-C,Housing Outer,MDL-99,Samsung,4,27.7,123.82,15.28,200,POM,POM-HI-121,Blue,MLD-435,MC-01 (50T),2.53,45
PN-5035-A,Lever Inner,MDL-56,LG Electronics,4,25.5,63.82,5.26,100,PP,PP-HI-121,Black,MLD-758,MC-01 (50T),1.84,60
PN-8976-C,Housing Front,MDL-19,Samsung,4,17.7,35.35,6.28,1000,PC,PC-V0-55,White,MLD-308,MC-01 (50T),0.95,60
PN-3142-A,Gear Front,MDL-72,LG Electronics,8,20.2,123.41,10.63,1000,PA6,PA6-Standard,Black,MLD-751,MC-03 (110T),2.19,90
PN-9019-B,Panel Front,MDL-52,Yamaha Music,4,40.7,288.54,47.02,50,PC,PC-HI-121,White,MLD-564,MC-07 (450T),2.3,120
PN-2503-B,Housing Outer,MDL-50,Toyota Motor,1,29.7,228.37,22.82,1000,POM,POM-V0-55,Black,MLD-460,MC-07 (450T),1.32,120
PN-6784-A,Bracket Front,MDL-93,LG Electronics,8,30,133.56,16.52,200,POM,POM-GF-30,Black,MLD-832,MC-04 (150T),1.86,120
PN-6506-C,Panel Inner,MDL-13,Samsung,16,50.2,420.42,33.6,100,PC,PC-GF-30,Red,MLD-538,MC-07 (450T),1.64,30
PN-8861-B,Gear Inner,MDL-85,Samsung,1,25.9,193,11.25,50,PA6,PA6-GP-100,Red,MLD-995,MC-04 (150T),2.34,90
PN-2315-B,Bracket Outer,MDL-27,Yamaha Music,2,39.6,277.7,22.9,500,PC,PC-V0-55,Natural,MLD-552,MC-08 (650T),1.09,30
PN-3485-C,Housing Front,MDL-45,LG Electronics,1,55.3,402.38,56.99,1000,PMMA,PMMA-GP-100,White,MLD-617,MC-05 (250T),2.33,90
PN-2508-A,Lever Front,MDL-16,Yamaha Music,4,54.4,464.49,44.02,50,PA6,PA6-Standard,Natural,MLD-332,MC-07 (450T),2.97,90
PN-7051-C,Housing Rear,MDL-89,Astra Honda,4,30.2,115.59,22.54,200,PP,PP-GP-100,Blue,MLD-870,MC-01 (50T),1.67,60
PN-1814-B,Gear Inner,MDL-55,Samsung,8,21.3,49.83,8.97,200,PC,PC-GP-100,Natural,MLD-869,MC-01 (50T),2.3,120
PN-1628-A,Lever Rear,MDL-87,Toyota Motor,16,39.3,270.27,37.86,50,POM,POM-GP-100,Red,MLD-561,MC-05 (250T),2.99,60
PN-1306-A,Gear Rear,MDL-68,Yamaha Music,8,20.9,82.87,14.77,500,PA6,PA6-HI-121,Natural,MLD-739,MC-04 (150T),1.77,60
PN-9091-A,Lever Outer,MDL-77,Astra Honda,4,55.9,408.74,58.16,50,PMMA,PMMA-GF-30,Grey,MLD-411,MC-06 (350T),1.31,60
PN-9628-C,Panel Rear,MDL-99,Astra Honda,8,42.5,306.81,41.38,200,PA6,PA6-V0-55,Black,MLD-667,MC-06 (350T),0.62,45
PN-6529-C,Panel Outer,MDL-86,Toyota Motor,1,15.5,29.62,1.87,100,PP,PP-GF-30,Natural,MLD-161,MC-03 (110T),1.41,30
PN-4231-A,Gear Rear,MDL-42,Astra Honda,1,38,184.16,34.73,200,PC,PC-GP-100,Grey,MLD-948,MC-02 (80T),2.31,90
PN-1800-B,Gear Inner,MDL-96,Samsung,8,52.1,437.84,71.73,200,PC,PC-V0-55,Natural,MLD-263,MC-07 (450T),1.17,30
PN-3327-B,Housing Front,MDL-39,LG Electronics,16,45,338.98,42.6,100,POM,POM-GP-100,Blue,MLD-763,MC-05 (250T),1.59,90
PN-1397-A,Gear Front,MDL-21,Astra Honda,1,41.1,291.2,22.74,200,PP,PP-GP-100,Black,MLD-398,MC-05 (250T),3,120
PN-1251-B,Cap Inner,MDL-65,Yamaha Music,1,27.3,114.21,13.27,1000,PC,PC-GF-30,Grey,MLD-174,MC-03 (110T),1.26,45
PN-3407-B,Cover Rear,MDL-74,Astra Honda,2,22.8,55.82,5.17,500,PP,PP-HI-121,Black,MLD-841,MC-02 (80T),2.42,45
PN-4269-A,Cap Rear,MDL-73,Yamaha Music,16,64.6,472.27,93.35,100,PA6,PA6-GF-30,Red,MLD-995,MC-07 (450T),0.69,45
PN-5600-A,Housing Front,MDL-83,Astra Honda,2,60.4,451.69,61.86,50,PP,PP-V0-55,Natural,MLD-673,MC-07 (450T),1.9,90
PN-3084-A,Lever Outer,MDL-63,Yamaha Music,2,34.7,258.33,23.88,500,PA6,PA6-V0-55,Natural,MLD-233,MC-08 (650T),1.62,60
PN-2479-A,Cap Front,MDL-99,Yamaha Music,4,55.4,365.94,31.89,500,PC,PC-GP-100,Red,MLD-168,MC-05 (250T),2.28,30
PN-8841-B,Lever Outer,MDL-82,Toyota Motor,2,39.8,215.81,21.07,200,PMMA,PMMA-HI-121,Natural,MLD-245,MC-05 (250T),2.74,120
PN-6294-C,Bracket Rear,MDL-65,Samsung,16,14.5,20.08,2.5,200,PMMA,PMMA-GF-30,Blue,MLD-721,MC-03 (110T),2.97,60
PN-9130-A,Cover Inner,MDL-33,Astra Honda,4,8.6,18.59,3.09,100,PC,PC-GF-30,Red,MLD-241,MC-02 (80T),2.96,45
PN-4729-A,Cap Rear,MDL-56,Yamaha Music,2,47.7,330.21,17.68,200,PC,PC-GF-30,White,MLD-991,MC-06 (350T),2.23,90
PN-4615-A,Cover Inner,MDL-25,Astra Honda,16,61.1,437.18,33.02,100,PC,PC-GP-100,White,MLD-344,MC-08 (650T),2.69,45
PN-1201-B,Housing Rear,MDL-53,Yamaha Music,2,46.1,282.75,47.25,500,ABS,ABS-V0-55,Grey,MLD-859,MC-07 (450T),1.08,60
PN-4144-A,Cap Front,MDL-39,LG Electronics,2,9.7,18.06,1.04,1000,PA6,PA6-V0-55,White,MLD-910,MC-03 (110T),1.05,120
PN-7715-C,Panel Rear,MDL-13,Toyota Motor,1,40.3,242.33,30.82,500,ABS,ABS-V0-55,Grey,MLD-956,MC-06 (350T),2.69,120
PN-1568-B,Bracket Front,MDL-89,Toyota Motor,1,30.3,175.74,13.94,200,PC,PC-GP-100,White,MLD-818,MC-04 (150T),1.95,45
PN-9264-B,Housing Front,MDL-75,Toyota Motor,16,52.9,332.5,64.86,200,POM,POM-GF-30,Natural,MLD-508,MC-05 (250T),2.38,30
PN-7877-C,Cap Inner,MDL-49,Astra Honda,2,68.3,494.98,88.52,50,ABS,ABS-HI-121,Red,MLD-710,MC-05 (250T),0.64,120
PN-9187-C,Lever Outer,MDL-99,Samsung,16,52.5,376.7,41.67,50,POM,POM-Standard,Blue,MLD-417,MC-05 (250T),0.59,60
PN-3491-B,Cover Inner,MDL-16,Yamaha Music,1,29.1,198.3,21.09,50,PMMA,PMMA-V0-55,Natural,MLD-910,MC-04 (150T),2.93,90
PN-3685-C,Panel Outer,MDL-47,Yamaha Music,8,53,419.66,71.83,50,PMMA,PMMA-GP-100,Red,MLD-225,MC-06 (350T),1.38,30
PN-2562-A,Housing Front,MDL-41,Samsung,8,45.8,353.1,59.61,200,PMMA,PMMA-GP-100,Red,MLD-382,MC-07 (450T),1.81,90
PN-2451-C,Cover Front,MDL-50,LG Electronics,2,13.6,75.92,8.97,100,PA6,PA6-GP-100,White,MLD-298,MC-04 (150T),1.34,30
PN-2057-C,Gear Rear,MDL-60,Toyota Motor,8,33.7,231.28,20.15,100,PP,PP-GP-100,Red,MLD-562,MC-05 (250T),2.85,120
PN-7263-B,Gear Rear,MDL-80,Samsung,1,42.8,373.3,29.58,100,ABS,ABS-GF-30,Blue,MLD-599,MC-07 (450T),2.08,60
PN-3934-C,Housing Inner,MDL-79,LG Electronics,16,22.4,67.71,12.69,500,PC,PC-V0-55,Blue,MLD-633,MC-01 (50T),2.8,45
PN-4316-C,Bracket Rear,MDL-32,Yamaha Music,4,60.5,494.53,98.63,50,PC,PC-HI-121,White,MLD-786,MC-06 (350T),2.92,120
PN-6325-C,Lever Inner,MDL-75,LG Electronics,2,25.8,153.27,16.61,500,PP,PP-GP-100,Natural,MLD-539,MC-02 (80T),2.01,45
PN-1790-A,Housing Rear,MDL-27,Astra Honda,8,36.4,300.06,57.45,1000,PMMA,PMMA-GP-100,Grey,MLD-823,MC-05 (250T),1.94,30
PN-2608-B,Panel Front,MDL-32,Toyota Motor,16,49.8,396.54,60.58,500,PP,PP-HI-121,White,MLD-434,MC-07 (450T),1.27,120
PN-4449-C,Cap Front,MDL-98,Astra Honda,16,15.5,17.4,2.53,200,PP,PP-V0-55,Blue,MLD-226,MC-02 (80T),2.77,30
PN-1116-C,Housing Outer,MDL-37,LG Electronics,4,52.5,425.59,79.07,200,PA6,PA6-HI-121,Natural,MLD-441,MC-05 (250T),1.29,90
PN-9662-A,Cap Rear,MDL-45,Yamaha Music,1,41.9,304.9,20.53,200,PC,PC-Standard,Natural,MLD-342,MC-08 (650T),1.69,30
PN-9724-A,Lever Front,MDL-95,Astra Honda,1,37.2,179.01,29.37,100,PMMA,PMMA-Standard,Grey,MLD-750,MC-04 (150T),0.54,30
PN-1956-B,Cap Outer,MDL-16,LG Electronics,16,44.1,355.12,24.35,500,PMMA,PMMA-HI-121,Black,MLD-692,MC-08 (650T),2.13,30
PN-4356-C,Panel Front,MDL-35,Astra Honda,1,46.5,322.88,62.8,1000,PA6,PA6-V0-55,White,MLD-805,MC-06 (350T),2.36,30
PN-8072-B,Housing Outer,MDL-35,Toyota Motor,2,57,487.28,78.61,50,POM,POM-V0-55,Natural,MLD-630,MC-07 (450T),2.31,120
PN-5743-C,Cap Outer,MDL-33,LG Electronics,2,31.7,232.73,35.68,100,POM,POM-HI-121,White,MLD-569,MC-05 (250T),2.63,30
PN-8960-C,Housing Inner,MDL-81,Astra Honda,1,55.5,421.27,79.94,50,POM,POM-GF-30,Natural,MLD-482,MC-08 (650T),1.83,60
PN-8543-C,Bracket Inner,MDL-57,Astra Honda,1,24.6,66.28,5.96,100,PP,PP-Standard,Red,MLD-401,MC-03 (110T),1.96,90
PN-5573-B,Lever Outer,MDL-22,LG Electronics,8,36.6,178.49,30.52,50,PC,PC-V0-55,White,MLD-309,MC-04 (150T),2.33,120
